# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
7g7f 3c3d 6i7h 8c8d 2g2f 4a3b 2f2e 5a4b 2e2d 2c2d 2h2d P*2h 2d2h|8d8e|98
2g2f 8c8d 7g7f 8d8e 2f2e 3c3d 6i7h 4a3b 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|97
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2h 3i2h 8d8e 6i7h|8e8f|97
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 7a6b 2f2e 2b7g+ 8h7g|3a2b|97
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 9c9d 5i6h 1c1d 3g3f|8e8f|96
2g2f 8c8d 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f 2f2e 4a3b 2e2d 2c2d 2h2d|P*2c|96
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 5i5h 8d8e 2e2d 2c2d 2h2d P*2h 2d2h|8e8f|96
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 6i7h 1c1d 2e2d 2c2d 2h2d P*2c 2d2h|8d8e|94
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 1c1d 3g3f 8e8f 8g8f|8b8f|94
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 5a4b 5i4h 1c1d 1g1f 7a6b 7i6h|6a5b|94
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 6i7h 1c1d 8h7g 6c6d 3i3h 3c3d 7i8h|2b7g+|94
7g7f 8c8d 6i7h 3c3d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|94
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 9d9e 4i5h 3a4b 2f2e 2b3c 3g3f|4b4c|93
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f 2e2d 2c2d 2h2d|P*2c|93
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 5a5b 7g7f 8e8f 8g8f 8b8f 2e2d|2c2d|93
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 9c9d 5i5h 8e8f 8g8f|8b8f|92
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 5a4b 1g1f 4b3b 1f1e 2b3c 3i3h|7a6b|92
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 8b3b 6h7h 3a4b 6i6h 3b2b 8g8f|5a6b|91
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 5a5b 4g4f 9c9d 3h4g|7c7d|91
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 9c9d 3i3h 7a7b 5i6h 8e8f 8g8f|8b8f|91
5i4h 8b3b 3i3h 5a6b 1i1h 6b7b 6i5h 3c3d 7i6h 3d3e 1g1f 3b3d 1f1e|3d8d|91
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2h 7a7b 3i3h|3c3d|90
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 6i7h|2b3c|88
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 9c9d 6i7h 1c1d 5i5h 8e8f 8g8f|8b8f|88
2g2f 8c8d 7g7f 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 4a3b 6i7h 8e8f 8g8f|8b8f|88
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i3h|2b3c|88
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 2b3c 7g3c+ 3b3c 8h7g|7a6b|87
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8c8d 8h7i 3a4b 5g5f 4a3b 2e2d|3c2d|87
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|87
7g7f 8c8d 2g2f 8d8e 2f2e 3c3d 6i7h 4a3b 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|86
2g2f 3c3d 7g7f 5c5d 2f2e 8b5b 5i6h 5d5e 3i4h 2b3c 3g3f 5a6b 4h3g|6b7b|84
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 8e8f 8g8f 8b8f P*8g|8f8b|84
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i3h|2b3c|84
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i3h|2b3c|83
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b4d 1g1f 3a2b 1f1e|2b3c|83
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g|3a2b|83
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 5a4b 1g1f 1c1d 3i3h 7a6b 5i4h|6a5b|83
7g7f 3c3d 6g6f 3a3b 7i7h 7a6b 7h7g 5a4b 6i7h 2b5e 5g5f 5e6d 6f6e|4c4d|83
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|83
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2c2d 2h2d 4a3b 6i7h 8e8f 8g8f|8b8f|82
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i4h|2b3c|82
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i3h|2b3c|82
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i3h|2b3c|81
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d 7g7f 5a4b 6g6f 8d8e 8h7g 7a6b 5i4h|4b3b|81
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 3a4b 2e2d 2c2d 2h2d|4b3c|80
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b 1g1f 3c3d 6g6f 1c1d 3i3h 7a6b 5i4h|4b3b|80
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 2f2e 2b3c 5i6h 3b4c 4i5h 9c9d 9g9f|8b4b|79
2g2f 8c8d 2f2e 4a3b 6i7h 1c1d 7g7f 8d8e 8h7g 3c3d 2e2d 2c2d 2h2d|2b7g+|79
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 4c4d 2f2e 2b3c 3i4h|3a4b|79
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 9g9f 6b7b 9f9e 5c5d 5i6h 5d5e 3i4h|2b3c|79
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 9c9d 3g3f 8e8f 8g8f|8b8f|78
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 2f2e 2b7g+ 8h7g 3a2b 3i3h|2b3c|78
2h7h 3c3d 7i6h 8c8d 7g7f 1c1d 1g1f 7a7b 6g6f 5a4b 8h7g 6c6d 5i4h|7b6c|78
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 5a4b 3i3h 6a5b 5i4h|7a6b|77
6i7h 8c8d 7g7f 8d8e 2g2f 8e8f 8g8f 8b8f 2f2e 4a3b 2e2d 2c2d 2h2d|P*2c|77
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a4b 2f2e 4b3c 3g3f 4a3b 6i7h|2b3a|77
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 4i5h 5a6b 5i6h 5d5e 3i4h 2b3c 6h7h|6b7b|76
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a4b 2f2e 4b3c 3g3f 2b3a 6i7h|5c5d|76
7g7f 8c8d 7i7h 3c3d 7h7g 7a7b 2g2f 6c6d 2f2e 4a3b 6i7h 7c7d 2e2d|2c2d|76
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 8e8f 8g8f|8b8f|75
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 2f2e 2b7g+ 8h7g 3a2b 1g1f|1c1d|75
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 3a3b 5i6h 3b4c 4i5h 8b1b 5g5f|9c9d|74
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 3i3h 7a6b 2g2f 4c4d 4g4f|3a4b|74
2g2f 4a3b 7g7f 3c3d 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|73
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 2h2d P*2c 2d2h 8d8e 6i7h 7a7b 7g7f|8e8f|73
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 3i3h 4a3b 9g9f 7a7b 3g3f 8e8f 8g8f|8b8f|73
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 8h2b+ 3a2b 7i8h B*5e B*4e 2a3c 4e6c+|7a6b|73
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 4i5h 5d5e 3i4h 2b3c 5i6h 5a6b 6h7h|6b7b|73
7g7f 8c8d 7i7h 3c3d 7h7g 7c7d 2g2f 7a6b 2f2e 4a3b 2e2d 2c2d 2h2d|8d8e|73
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 1g1f|1c1d|72
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3g3f|2b3c|72
2g2f 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f 2f2e 4a3b 2e2d 2c2d 2h2d|P*2c|72
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 7a6b 1g1f 5a4b 1f1e 6a5b 7i6h|4b3b|72
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 3a4b 5i6h 4b4c 4i5h 9c9d 9g9f|8b4b|72
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 7a6b 3i3h 5a4b 5i4h|6a5b|70
6i7h 3c3d 7g7f 8c8d 2g2f 4a3b 2f2e 5a4b 2e2d 2c2d 2h2d P*2h 2d2h|8d8e|70
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 4a3b 3i3h 7a6b 2f2e 2b7g+ 7h7g|3a2b|69
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 8h7g 7a6b 2h5h 5a4b 5i4h 6a5b 4h3h|7c7d|69
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 5i5h 2b8h+ 7i8h 3a2b 6i7h 2b3c 3i4h|7a6b|69
7g7f 3c3d 2g2f 4c4d 7i7h 8b4b 2f2e 2b3c 9g9f 9c9d 4i5h 7a7b 3i4h|5a6b|69
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i8h 5a4b 2e2d 2c2d 2h2d|2b7g+|69
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 5i6h|2b3c|68
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 1c1d 9g9f 7a7b 3g3f 8e8f 8g8f|8b8f|67
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2h 9c9d 7g7f|8e8f|67
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 4a3b 2f2e 2b7g+ 7h7g 3a2b 6i7h|2b3c|67
7g7f 3c3d 2g2f 4a3b 6i7h 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|67
7g7f 3c3d 6g6f 8c8d 2h7h 8d8e 8h7g 5a4b 7i6h 7a6b 5i4h 4b3b 4h3h|2b3c|67
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 6i7h 1c1d 8h7g 6c6d 3i3h 3c3d 7i6h|2b7g+|67
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 2b4d 1g1f 3a2b 1f1e|2b3c|67
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 2f2e 2b3c 3g3f 3a3b 5i6h 3b4c 4i5h|9d9e|66
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 9g9f|2b3c|66
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 5a5b 2e2d 2c2d 2h2d|P*2c|66
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 7i6h 8e8f 8g8f 8b8f 6i7h 8f7f 6h7g|7f7d|66
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 5a5b 2e2d 2c2d 2h2d|P*2c|66
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b 1g1f 1c1d 6g6f 7a6b 5i4h 3c3d 7i6h|6a5b|66
7g7f 5a6b 2h7h 7a7b 5i4h 4a5b 4h3h 3a4b 7f7e 9c9d 7h7f 2c2d 7f2f|4b3a|66
7g7f 8c8d 7i6h 3c3d 6h7g 7a7b 2g2f 6c6d 2f2e 4a3b 2e2d 2c2d 2h2d|8d8e|66
7g7f 8c8d 7i6h 3c3d 6h7g 7a7b 2g2f 7c7d 2f2e 4a3b 6i7h 6c6d 2e2d|2c2d|66
2g2f 3c3d 7g7f 4a3b 2f2e 2b8h+ 7i8h 5a4b 2e2d 2c2d 2h2d P*2c 2d2h|3a2b|65
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 1c1d 3g3f 8e8f 8g8f|8b8f|65
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 3a4b 7g2b+ 3b2b 8h7g|4b3c|65
2h7h 8c8d 7g7f 5a4b 7f7e 7a6b 1g1f 1c1d 5i4h 4b3b 4h3h 6c6d 6i5h|6b6c|65
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 4c4d 2f2e 2b3c 3i4h|3a4b|65
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3g3f|2b3c|65
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 5g5f 5c5d 3i4h 3a4b 4i5h 4a3b 5h6g|5a4a|65
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 3c3d 3i3h|5a5b|64
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 8e8f 8g8f 8b8f 9g9f 7a7b P*8g|8f8d|64
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 1c1d 3g3f 8e8f 8g8f|8b8f|64
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 6i7h|2b3c|64
7g7f 3c3d 6g6f 8c8d 2h6h 8d8e 8h7g 7a6b 7i7h 5a4b 5i4h 4b3b 4h3h|5c5d|64
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 4i5h 6b7b 6g6f 2b3c 5h6g 5c5d 5i6h|3a4b|64
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 1g1f|1c1d|63
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i6h 5a4b 2e2d 2c2d 2h2d|8e8f|62
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 6i7h 4a3b 2h2d P*2c 2d2h 7a7b 7g7f|8e8f|62
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 7a7b 5i5h|3c3d|62
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 1c1d 3g3f 8e8f 8g8f|8b8f|62
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b 1f1e 5a4b 7i7h 4b3b 8h7g 5c5d 7h6g|6a5b|62
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 4i5h 6b7b 6g6f 2b3c 5h6g 3a4b 5i6h|5c5d|62
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3g3f|2b3c|61
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 4h3h 7b8b 7f7e 5c5d 7e7d 7c7d 7h7d|3a4b|61
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|61
2g2f 3c3d 7g7f 8c8d 6i7h 4c4d 7i6h 4a3b 2f2e 2b3c 8h5e 5c5d 2e2d|5d5e|60
2g2f 4a3b 7g7f 8c8d 2f2e 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 1g1f|1c1d|60
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 3i4h|2b3c|60
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b 3g3f 2b7g+ 8h7g|3a2b|60
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 7a6b 4i5h 6c6d 5g5f 6d6e 6f6e|8e8f|60
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a4b 2f2e 4b3c 8h7i 4a3b 3g3f|5a4a|60
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 3g3f|2b3c|59
7g7f 3c3d 2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f 4a3b 5i5h|5a4a|59
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|59
7g7f 8c8d 7i6h 5a4b 2g2f 3c3d 6h7g 4a3b 6i7h 7a7b 3i4h 7c7d 5i6i|7b7c|59
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 6i7h 3b2c 7g7f 3c3d 5i6h 2b3c 8h3c+|2c3c|58
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 7a7b 6i7h 1c1d 3g3f 8e8f 8g8f|8b8f|58
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 7a7b 6i7h 5a5b 2e2d 2c2d 2h2d|P*2c|58
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 5a5b 3i3h 7c7d 2e2d 2c2d 2h2d|7a7b|58
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i4h|2b3c|58
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 4a3b 6i7h 8e8f 8g8f|8b8f|58
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i4h|2b3c|58
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a4b 2f2e 4b3c 3g3f 2b3a 3i4h|5c5d|58
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3i4h|2b3c|57
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2f 7a7b 7g7f|8e8f|57
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 5i5h 8e8f 8g8f 8b8f P*8g|8f8d|57
5i6h 8c8d 6i7h 8d8e 2h5h 5a4b 3i2h 4b3b 4i4h 8e8f 8g8f 8b8f P*8g|8f8b|57
7g7f 4a3b 2g2f 8c8d 2f2e 3c3d 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|57
7g7f 9c9d 2g2f 9d9e 2f2e 3c3d 5i6h 2b8h+ 7i8h 3a2b 3i4h 2b3c 4i5h|8b2b|57
2g2f 4a3b 2f2e 8c8d 7g7f 3c3d 6i7h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|56
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2h 9c9d 9g9f|3c3d|56
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 2f2e 2b7g+ 8h7g 3a2b 3i4h|2b3c|56
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h 7a6b 7g7f 4b3b 1g1f 8d8e 8h7g|7c7d|56
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8b4b 9g9f 9c9d 5i6h 5a6b 3i4h|7a7b|56
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 5i5h 2b8h+ 7i8h 3a2b 6i7h 2b3c 3i4h|7a6b|56
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 3i3h|2b3c|56
2g2f 3a4b 2f2e 3c3d 2e2d 2c2d 2h2d 4a3b 2d3d 4b3c 3d3f 8c8d 7g7f|5a4a|55
2g2f 3c3d 2f2e 4a3b 2e2d 2c2d 2h2d 8c8d 6i7h 3b3c 2d2h P*2c 5i6h|3c3b|55
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f 2e2d 2c2d 2h2d|P*2c|55
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 6i7h|2b3c|55
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i8h 5a4b 2e2d 2c2d 2h2d|2b7g+|55
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 5i6h 6b7b 9g9f 7b8b 9f9e 5c5d 6h7h|5d5e|55
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 5g5f 3a3b 2g2f 5a4b 6i7h|7a6b|55
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 9g9f 9c9d 3g3f 3c3d 2e2d|2c2d|54
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2c2d 2h2d P*2h 2d2h 8e8f 8g8f|4a3b|54
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 9c9d 6i7h 1c1d 5i6h 7a7b 3g3f|8e8f|54
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 3c3d 6g6f 5a4b 3i3h 7a6b 5i4h|4b3b|54
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 5a6b 6h7h 7a7b 4i5h|6b7a|54
7g7f 4a3b 2g2f 8c8d 2f2e 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 6i7h|2b3c|54
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 6i7h|2b3c|54
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 3g3f|2b3c|54
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 5g5f 8d8e 6h7g 6c6d 2g2f 3a3b 6i7h|5a4b|54
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 7g7f 4a3b 2h2d P*2c 2d2f 8e8f 8g8f|8b8f|53
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 9c9d 9g9f 3c3d 2e2d 2c2d 2h2d|8e8f|53
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a2b 6i7h 2b3c 3i3h|7a6b|53
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b 3g3f 2b7g+ 8h7g|3a2b|53
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 8h7g 7a6b 2h5h 5a4b 5i4h 4b3b 7i6h|7c7d|53
7g7f 8c8d 7i6h 5a4b 6h7g 3c3d 6i7h 8d8e 5i6h 7c7d 4i5h 4a3b 6g6f|7a7b|53
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 4g4f 9c9d 9g9f 8b4b 4h4g|5a6b|52
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 3a3b 2f2e 2b3c 4i5h 3b4c 3g3f|9d9e|52
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 2e2d 2c2d 2h2d P*2c 2d2h 3c3d 3i3h|5a5b|52
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 3i4h|2b3c|52
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 3c3d 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|52
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b 3g3f|2b3c|52
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 6a5b 1g1f 1c1d 3i3h 5a4b 5i4h|7a6b|52
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 5i5h 8d8e 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|52
7g7f 8b5b 2g2f 5a6b 5i6h 6b7b 2f2e 3c3d 3i4h 7b8b 6h7h 7a7b 9g9f|4a3b|52
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d 4g4f 3a4b 3i4h|7a6b|51
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b 3i3h|2b3c|51
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 2e2d 2c2d 2h2d P*2c 2d2h 3c3d 8h2b+|3a2b|51
5i6h 8c8d 4i5i 8d8e 3i4h 8e8f 8g8f 8b8f 6i7h P*8g P*8b 8f8b 7h8g|8b8g+|51
6i7h 3c3d 7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d 8e8f 8g8f|8b8f|51
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 5a5b 2e2d 2c2d 2h2d|P*2c|51
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2h 2d2h 8d8e P*2d|8e8f|51
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 5a4b 2f2e 3a3b 2e2d|2c2d|51
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 5g5f 8d8e 6h7g 6c6d 2g2f 3a3b 2f2e|6b6c|51
